entry_time,exit_time,entry,exit,units,reason,pnl
1970-01-01T00:02:18+00:00,1970-01-01T00:02:24+00:00,17.369587544150498,16.785686271213976,85.6309145355054,stop,-52.92474733302041
1970-01-01T00:02:24+00:00,1970-01-01T00:02:34+00:00,16.517711453808506,15.860380052434518,75.65124576592333,stop,-52.17738235297267
1970-01-01T00:02:34+00:00,1970-01-01T00:02:35+00:00,15.385392979064331,15.135973250568217,89.40642803182622,flat,-25.02853333874816
1970-01-01T00:03:21+00:00,1970-01-01T00:03:30+00:00,16.043468202043616,17.473250169811177,92.00243624309788,take,128.45980458598157
1970-01-01T00:03:30+00:00,1970-01-01T00:03:31+00:00,17.553459834158854,17.00714681473774,91.45618204233993,stop,-53.12448408945291
1970-01-01T00:03:31+00:00,1970-01-01T00:03:52+00:00,16.91107344126895,16.30139687239786,81.50231813197088,stop,-52.39694699519323
1970-01-01T00:03:52+00:00,1970-01-01T00:04:13+00:00,16.10539642806247,16.22447759939012,75.21531656553073,flat,6.525026288904839
1970-01-01T00:04:23+00:00,1970-01-01T00:04:25+00:00,16.959366678979134,16.382536069725976,77.74838603262907,flat,-47.439928009619805
1970-01-01T00:04:39+00:00,1970-01-01T00:04:53+00:00,17.016774936178116,16.412549629611384,81.43312230981125,stop,-51.92620756843224
1970-01-01T00:04:53+00:00,1970-01-01T00:04:57+00:00,16.157518553375585,16.041862861710623,84.66472165719523,flat,-12.518108607926546
1970-01-01T00:05:03+00:00,1970-01-01T00:05:33+00:00,16.9511779667758,18.53468674221204,82.29481931075763,take,127.3942657272123
1970-01-01T00:05:33+00:00,1970-01-01T00:05:42+00:00,18.686352201627624,18.110051764629787,85.88915847898993,stop,-52.65837173653318
1970-01-01T00:05:42+00:00,1970-01-01T00:06:06+00:00,17.862281803131697,19.458123041269456,82.2582125830207,take,128.20113802011156
1970-01-01T00:06:06+00:00,1970-01-01T00:06:10+00:00,19.591044315683327,18.969145416713342,80.17428895053504,stop,-52.95183781763176
1970-01-01T00:06:10+00:00,1970-01-01T00:06:21+00:00,18.903953502360803,18.26727023177986,77.8843918726897,stop,-52.48274750040907
1970-01-01T00:06:21+00:00,1970-01-01T00:06:25+00:00,18.012542980102108,17.36306235668386,75.93438851652668,stop,-52.004138952248105
1970-01-01T00:07:31+00:00,1970-01-01T00:07:55+00:00,17.848611930200445,19.42843527222033,82.79584708154798,take,127.71642714191522
1970-01-01T00:07:55+00:00,1970-01-01T00:08:12+00:00,19.554243793787077,20.875925962378318,100.24043359753084,take,128.4332559109311
1970-01-01T00:08:12+00:00,1970-01-01T00:08:13+00:00,20.886811256826107,20.329091781668822,90.21491182036279,stop,-54.0329023300279
1970-01-01T00:08:13+00:00,1970-01-01T00:08:44+00:00,20.15481948095502,19.54586732832515,82.16577777892634,stop,-53.29706506102666
1970-01-01T00:08:44+00:00,1970-01-01T00:08:50+00:00,19.438651825788963,19.24157748038479,86.15452980925856,flat,-20.311324534551535
1970-01-01T00:09:54+00:00,1970-01-01T00:10:06+00:00,18.185854668743442,19.607084988855263,93.15934375781518,take,128.88011849314626
1970-01-01T00:10:06+00:00,1970-01-01T00:10:08+00:00,19.78322809850192,19.270298550037264,98.03736461064938,stop,-54.11496599377966
1970-01-01T00:10:08+00:00,1970-01-01T00:10:20+00:00,19.08449566320282,20.514295511780073,93.26431510343065,take,129.65614947468788
1970-01-01T00:10:20+00:00,1970-01-01T00:10:26+00:00,20.515083363080265,19.96172813782586,91.52415623564161,stop,-54.34997610972223
1970-01-01T00:10:26+00:00,1970-01-01T00:10:27+00:00,19.835453416996167,19.302103296011804,94.42996279445173,stop,-54.05999010524477
1970-01-01T00:10:27+00:00,1970-01-01T00:11:26+00:00,19.203304117787244,19.076496662894893,86.53300542249605,flat,-14.285496390339553
1970-01-01T00:15:37+00:00,1970-01-01T00:15:46+00:00,9.543755580630302,11.100231239061817,85.67189252013044,take,131.5776058993403
1970-01-01T00:15:46+00:00,1970-01-01T00:16:27+00:00,11.138539202932137,10.46391755264461,75.09191351129634,stop,-52.28080043056028
1970-01-01T00:16:27+00:00,1970-01-01T00:16:34+00:00,10.36248400410489,11.806275532774773,93.07538480877358,take,132.31808628996865
1970-01-01T00:16:34+00:00,1970-01-01T00:16:37+00:00,12.0705966080925,11.43414250047868,80.20973060396662,stop,-52.935121305307405
1970-01-01T00:16:37+00:00,1970-01-01T00:16:56+00:00,10.948095418549734,12.769755286319665,74.33556894477795,take,133.651042768253
1970-01-01T00:16:56+00:00,1970-01-01T00:17:05+00:00,12.842789222285548,12.286171131155847,92.4233022239297,stop,-53.7669835571065
1970-01-01T00:17:05+00:00,1970-01-01T00:17:19+00:00,12.223189625901465,13.49082035794899,107.64378191726144,take,133.6846127892224
1970-01-01T00:17:19+00:00,1970-01-01T00:18:00+00:00,13.623328905655324,14.918123796157923,106.74855550614237,take,135.1707253899208
1970-01-01T00:18:00+00:00,1970-01-01T00:18:40+00:00,15.145145616980924,16.71652795106019,89.09376621106796,take,137.16169380469594
1970-01-01T00:18:40+00:00,1970-01-01T00:18:53+00:00,16.73890864804926,18.167341545739298,99.27746829401576,take,138.34579756367486
1970-01-01T00:18:53+00:00,1970-01-01T00:19:12+00:00,18.174671838890294,17.552077274788935,86.51315599688347,stop,-56.95345446624577
1970-01-01T00:19:12+00:00,1970-01-01T00:19:22+00:00,17.365068810235865,16.70244933762765,80.8457853232388,stop,-56.32420689215904
1970-01-01T00:19:22+00:00,1970-01-01T00:19:28+00:00,16.59495131141153,16.10043861447644,71.78954956267638,flat,-37.84803108154994
1970-01-01T00:20:42+00:00,1970-01-01T00:21:21+00:00,16.479080457488525,15.891233409850509,90.30606596288962,stop,-56.00938995943197
1970-01-01T00:21:21+00:00,1970-01-01T00:21:22+00:00,15.68089253993668,15.543489203688642,89.79955487612273,flat,-15.142694015427743
1970-01-01T00:24:32+00:00,1970-01-01T00:24:44+00:00,9.06339396792017,8.524817699041702,97.88012468411407,stop,-54.43744870066229
1970-01-01T00:24:44+00:00,1970-01-01T00:24:45+00:00,8.384539907137682,7.9236778987550744,82.37602071172022,flat,-39.30738443552016
1970-01-01T00:26:54+00:00,1970-01-01T00:27:28+00:00,7.344841530365058,9.057124855260769,81.35616089338006,take,137.9703966590304
1970-01-01T00:27:28+00:00,1970-01-01T00:27:34+00:00,9.29904132016641,8.666433611715606,83.66348159206753,stop,-54.429217552230114
1970-01-01T00:27:34+00:00,1970-01-01T00:28:21+00:00,8.418834439407041,7.789776272388436,83.69675507415201,stop,-54.0067354531886
1970-01-01T00:28:21+00:00,1970-01-01T00:28:22+00:00,7.647333384692787,7.514261012564946,93.85474749818682,flat,-13.912461498867806
