time,open,high,low,close,volume
1741060800,136.39000000,139.58000000,135.64000000,136.02000000,872230.58000000
1741075200,136.02000000,138.58000000,134.62000000,136.98000000,982640.05900000
1741089600,136.97000000,143.39000000,132.64000000,138.59000000,3078325.73600000
1741104000,138.59000000,144.77000000,130.66000000,143.16000000,2027388.82500000
1741118400,143.15000000,147.00000000,141.55000000,144.79000000,1196446.05000000
1741132800,144.80000000,145.55000000,141.76000000,141.82000000,692820.64900000
1741147200,141.82000000,144.10000000,140.82000000,142.88000000,620986.51500000
1741161600,142.89000000,149.73000000,142.74000000,147.13000000,1044394.14200000
1741176000,147.13000000,149.23000000,140.32000000,141.66000000,1339096.42600000
1741190400,141.66000000,146.47000000,140.18000000,144.77000000,817465.66000000
1741204800,144.78000000,146.84000000,143.91000000,146.28000000,380757.19300000
1741219200,146.27000000,150.68000000,144.54000000,148.73000000,709517.91400000
1741233600,148.73000000,150.66000000,147.62000000,148.62000000,566337.92600000
1741248000,148.63000000,152.90000000,148.34000000,151.71000000,735590.11300000
1741262400,151.71000000,151.92000000,145.06000000,149.03000000,1205506.06500000
1741276800,149.04000000,149.43000000,142.44000000,143.58000000,738490.55000000
1741291200,143.59000000,145.92000000,143.19000000,143.31000000,496437.09300000
1741305600,143.30000000,145.57000000,135.04000000,140.79000000,1743676.51600000
1741320000,140.79000000,144.63000000,140.63000000,144.34000000,377834.37600000
1741334400,144.34000000,146.21000000,141.80000000,143.58000000,941906.79300000
1741348800,143.57000000,148.13000000,141.75000000,144.89000000,1341666.71900000
1741363200,144.89000000,150.88000000,141.34000000,146.36000000,1497217.21900000
1741377600,146.35000000,147.62000000,137.50000000,139.39000000,1365111.14800000
1741392000,139.39000000,141.09000000,137.80000000,139.68000000,564268.95600000
1741406400,139.67000000,141.03000000,138.33000000,138.78000000,358297.85300000
1741420800,138.77000000,139.21000000,136.64000000,137.58000000,308873.81000000
1741435200,137.57000000,138.75000000,136.07000000,137.21000000,362684.43900000
1741449600,137.21000000,138.92000000,135.29000000,138.45000000,362557.39000000
1741464000,138.45000000,138.59000000,136.32000000,137.01000000,179068.94500000
1741478400,137.01000000,138.51000000,136.53000000,137.92000000,188094.01600000
1741492800,137.91000000,139.88000000,137.67000000,139.63000000,239635.90200000
1741507200,139.63000000,139.78000000,135.61000000,136.32000000,461609.24700000
1741521600,136.32000000,136.43000000,129.75000000,130.16000000,1072850.43400000
1741536000,130.16000000,131.54000000,125.81000000,129.19000000,1234090.43500000
1741550400,129.19000000,130.59000000,125.41000000,126.51000000,713215.61800000
1741564800,126.52000000,129.11000000,124.03000000,126.59000000,924107.54000000
1741579200,126.59000000,129.25000000,126.46000000,128.11000000,641027.10800000
1741593600,128.11000000,131.57000000,125.91000000,129.94000000,893649.43200000
1741608000,129.94000000,130.89000000,120.18000000,121.96000000,1661313.42700000
1741622400,121.95000000,122.36000000,115.47000000,119.71000000,1939570.72700000
1741636800,119.72000000,120.24000000,117.56000000,118.32000000,594441.09700000
1741651200,118.32000000,121.90000000,112.00000000,119.96000000,1982977.93600000
1741665600,119.95000000,124.02000000,119.75000000,123.07000000,832560.43800000
1741680000,123.07000000,125.81000000,122.93000000,124.71000000,641629.45700000
1741694400,124.71000000,126.27000000,118.59000000,125.02000000,1691558.61600000
1741708800,125.01000000,128.43000000,122.84000000,128.15000000,924986.72700000
1741723200,128.14000000,128.25000000,125.07000000,125.35000000,361564.68900000
1741737600,125.35000000,127.03000000,122.47000000,122.53000000,525419.36600000
1741752000,122.52000000,123.53000000,121.22000000,123.19000000,804498.72200000
1741766400,123.19000000,126.84000000,122.88000000,126.76000000,716124.83000000
1741780800,126.77000000,131.33000000,123.04000000,124.57000000,1376847.32000000
1741795200,124.56000000,126.31000000,123.31000000,125.05000000,601205.65900000
1741809600,125.05000000,127.08000000,123.97000000,126.62000000,386406.24300000
1741824000,126.61000000,127.46000000,124.73000000,124.97000000,426826.40600000
1741838400,124.97000000,125.36000000,123.03000000,124.24000000,421023.93900000
1741852800,124.25000000,128.03000000,123.64000000,126.88000000,476643.35300000
1741867200,126.88000000,128.76000000,123.60000000,124.34000000,775129.67100000
1741881600,124.34000000,124.41000000,121.08000000,121.46000000,480135.54300000
1741896000,121.47000000,124.36000000,120.76000000,123.37000000,244826.04900000
1741910400,123.36000000,125.47000000,122.98000000,124.48000000,338983.02800000
1741924800,124.48000000,125.63000000,124.41000000,124.68000000,298129.85700000
1741939200,124.68000000,126.60000000,124.62000000,126.17000000,300682.17800000
1741953600,126.16000000,134.01000000,125.46000000,132.12000000,1615705.93700000
1741968000,132.13000000,134.71000000,130.87000000,134.28000000,594407.24600000
1741982400,134.29000000,136.03000000,131.96000000,133.54000000,459817.24600000
1741996800,133.53000000,135.30000000,132.91000000,135.02000000,333647.22700000
1742011200,135.03000000,135.52000000,132.71000000,132.91000000,334792.25500000
1742025600,132.91000000,133.69000000,132.44000000,133.37000000,311561.66100000
1742040000,133.37000000,135.80000000,133.09000000,135.12000000,391110.27700000
1742054400,135.12000000,136.53000000,133.58000000,134.49000000,393292.71900000
1742068800,134.50000000,136.50000000,134.37000000,135.86000000,153673.35100000
1742083200,135.86000000,136.71000000,134.13000000,135.50000000,240062.09300000
1742097600,135.50000000,136.23000000,133.86000000,134.64000000,249407.98100000
1742112000,134.64000000,134.97000000,129.68000000,129.91000000,668997.36600000
1742126400,129.92000000,130.87000000,127.49000000,128.78000000,605244.95300000
1742140800,128.77000000,131.28000000,126.04000000,126.94000000,692029.60000000
1742155200,126.94000000,127.77000000,125.21000000,126.13000000,308518.89900000
