time,open,high,low,close,volume
1753804800,180.81000000,180.96000000,178.74000000,179.57000000,84634.20600000
1753806600,179.57000000,180.18000000,178.30000000,180.08000000,88011.74700000
1753808400,180.08000000,181.70000000,179.82000000,181.45000000,64004.21800000
1753810200,181.45000000,181.70000000,180.53000000,181.47000000,22319.18400000
1753812000,181.47000000,181.97000000,180.71000000,181.94000000,26911.11400000
1753813800,181.94000000,182.11000000,181.00000000,181.48000000,20261.70600000
1753815600,181.48000000,182.37000000,180.40000000,180.73000000,53518.73300000
1753817400,180.74000000,181.72000000,180.62000000,181.11000000,19660.02700000
1753819200,181.11000000,181.89000000,179.83000000,180.95000000,58668.04600000
1753821000,180.94000000,181.02000000,179.57000000,180.08000000,34686.14900000
1753822800,180.08000000,180.25000000,179.30000000,179.93000000,59890.59700000
1753824600,179.94000000,181.63000000,179.88000000,181.24000000,44721.61700000
1753826400,181.24000000,181.66000000,180.41000000,181.28000000,29823.09800000
1753828200,181.28000000,181.84000000,181.10000000,181.70000000,22843.08400000
1753830000,181.69000000,181.79000000,181.18000000,181.58000000,16911.55200000
1753831800,181.57000000,182.00000000,180.91000000,181.48000000,18672.39300000
1753833600,181.47000000,181.58000000,180.31000000,180.56000000,23361.78400000
1753835400,180.57000000,180.77000000,179.30000000,180.22000000,47041.78900000
1753837200,180.21000000,180.37000000,178.81000000,179.33000000,56494.92600000
1753839000,179.33000000,181.90000000,179.16000000,181.38000000,65744.50300000
1753840800,181.37000000,182.37000000,181.11000000,181.60000000,34799.58200000
1753842600,181.61000000,182.32000000,181.29000000,181.74000000,28218.49000000
1753844400,181.75000000,182.00000000,181.28000000,181.83000000,56162.02400000
1753846200,181.84000000,182.27000000,181.53000000,181.69000000,32163.42100000
1753848000,181.69000000,182.10000000,181.56000000,181.57000000,18215.29400000
1753849800,181.56000000,181.58000000,180.19000000,180.31000000,35884.27100000
1753851600,180.31000000,180.67000000,179.34000000,180.60000000,42243.53400000
1753853400,180.60000000,181.25000000,180.24000000,181.03000000,18947.65700000
1753855200,181.02000000,181.50000000,180.92000000,181.39000000,18813.35900000
1753857000,181.39000000,182.04000000,180.78000000,182.02000000,26300.07200000
1753858800,182.01000000,182.56000000,181.18000000,182.00000000,47551.30300000
1753860600,182.00000000,182.26000000,180.36000000,180.83000000,35845.87500000
1753862400,180.83000000,181.27000000,179.84000000,180.36000000,41686.08100000
1753864200,180.35000000,181.49000000,180.03000000,180.54000000,26474.26000000
1753866000,180.55000000,180.92000000,179.64000000,179.68000000,38738.43700000
1753867800,179.69000000,179.73000000,178.67000000,179.12000000,75072.35800000
1753869600,179.12000000,179.98000000,179.12000000,179.71000000,42867.69100000
1753871400,179.71000000,180.12000000,177.73000000,178.02000000,105414.96700000
1753873200,178.01000000,178.71000000,176.66000000,177.02000000,157732.72900000
1753875000,177.03000000,177.73000000,176.42000000,177.30000000,74768.75800000
1753876800,177.29000000,178.07000000,176.65000000,177.77000000,89735.96700000
1753878600,177.76000000,178.02000000,176.72000000,177.51000000,65241.62900000
1753880400,177.52000000,178.27000000,176.69000000,176.92000000,70165.95200000
1753882200,176.92000000,178.19000000,176.68000000,177.96000000,100940.27400000
1753884000,177.96000000,179.22000000,177.71000000,178.42000000,92402.90100000
1753885800,178.43000000,180.59000000,178.23000000,180.10000000,122841.94000000
1753887600,180.10000000,180.38000000,178.56000000,178.65000000,91713.42600000
1753889400,178.65000000,179.40000000,178.25000000,179.18000000,56590.03700000
1753891200,179.17000000,180.00000000,178.52000000,178.88000000,54645.85300000
1753893000,178.88000000,178.98000000,178.33000000,178.63000000,35444.43600000
1753894800,178.64000000,179.26000000,178.22000000,178.72000000,49429.19900000
1753896600,178.72000000,179.34000000,178.44000000,179.32000000,64836.96300000
1753898400,179.31000000,180.15000000,178.00000000,179.53000000,92315.47100000
1753900200,179.53000000,179.76000000,175.80000000,175.91000000,160476.64800000
1753902000,175.90000000,175.90000000,170.29000000,174.10000000,520736.69700000
1753903800,174.09000000,176.47000000,173.53000000,176.12000000,137161.52200000
1753905600,176.12000000,177.46000000,175.94000000,176.37000000,84941.75800000
1753907400,176.36000000,176.81000000,175.70000000,176.17000000,32199.87900000
1753909200,176.16000000,176.65000000,175.25000000,175.28000000,26153.03300000
1753911000,175.28000000,176.03000000,174.76000000,175.87000000,32363.61600000
1753912800,175.86000000,176.43000000,175.14000000,175.27000000,44542.94800000
1753914600,175.27000000,176.38000000,175.18000000,176.33000000,20629.44100000
1753916400,176.33000000,177.35000000,176.24000000,177.32000000,47998.54400000
1753918200,177.32000000,178.09000000,177.30000000,177.77000000,53198.88800000
1753920000,177.77000000,178.50000000,177.62000000,178.50000000,28345.20900000
1753921800,178.50000000,179.69000000,178.40000000,179.43000000,67190.62600000
1753923600,179.44000000,179.95000000,178.87000000,179.85000000,38151.10300000
1753925400,179.85000000,180.07000000,179.08000000,179.47000000,35558.81600000
1753927200,179.47000000,179.78000000,179.19000000,179.75000000,22350.59000000
1753929000,179.75000000,180.35000000,179.70000000,180.35000000,43220.69400000
1753930800,180.34000000,180.40000000,180.03000000,180.18000000,23520.18400000
1753932600,180.19000000,180.55000000,179.98000000,180.31000000,28915.84400000
1753934400,180.31000000,180.46000000,179.81000000,179.88000000,21994.73300000
1753936200,179.88000000,180.89000000,179.88000000,180.84000000,31347.13300000
1753938000,180.84000000,181.23000000,180.60000000,181.01000000,29173.33200000
1753939800,181.01000000,181.10000000,180.72000000,180.78000000,24410.11100000
1753941600,180.78000000,181.00000000,179.94000000,180.84000000,111513.42800000
1753943400,180.83000000,181.62000000,180.55000000,181.26000000,32036.43800000
1753945200,181.27000000,181.38000000,180.88000000,181.18000000,25560.66300000
1753947000,181.18000000,181.39000000,180.91000000,181.24000000,38746.54100000
1753948800,181.24000000,182.00000000,181.06000000,181.62000000,36622.72700000
1753950600,181.62000000,182.13000000,181.37000000,181.70000000,34286.71500000
1753952400,181.70000000,181.94000000,181.59000000,181.84000000,21111.87200000
1753954200,181.83000000,182.70000000,181.75000000,182.52000000,40425.43000000
1753956000,182.52000000,182.64000000,181.76000000,181.80000000,38199.67600000
1753957800,181.79000000,182.27000000,181.37000000,181.39000000,30205.69400000
1753959600,181.40000000,181.57000000,180.61000000,180.79000000,49523.90000000
1753961400,180.79000000,181.30000000,180.24000000,180.74000000,33143.10100000
1753963200,180.75000000,180.89000000,179.75000000,180.22000000,37301.58400000
1753965000,180.22000000,180.31000000,178.74000000,179.34000000,57635.79600000
1753966800,179.34000000,179.37000000,177.00000000,177.08000000,80874.54500000
1753968600,177.09000000,178.04000000,176.70000000,177.68000000,144107.81000000
1753970400,177.68000000,178.24000000,175.67000000,176.10000000,164665.12800000
1753972200,176.10000000,177.04000000,175.59000000,175.70000000,64837.08400000
1753974000,175.70000000,177.09000000,175.25000000,176.91000000,72343.17400000
1753975800,176.90000000,177.47000000,176.39000000,177.35000000,57777.90000000
1753977600,177.34000000,178.47000000,177.15000000,178.31000000,57919.80700000
1753979400,178.31000000,179.77000000,178.30000000,179.27000000,81641.67400000
1753981200,179.27000000,179.31000000,177.15000000,177.70000000,62326.12200000
1753983000,177.71000000,178.41000000,176.84000000,177.29000000,43123.33100000
1753984800,177.30000000,177.47000000,175.58000000,176.90000000,61227.33500000
1753986600,176.89000000,178.10000000,176.76000000,177.77000000,37496.28800000
1753988400,177.77000000,178.20000000,175.80000000,175.88000000,76826.94200000
1753990200,175.89000000,176.28000000,174.75000000,175.32000000,117538.84500000
1753992000,175.31000000,175.74000000,174.22000000,175.13000000,81287.94700000
1753993800,175.14000000,175.64000000,174.45000000,175.46000000,57452.71900000
1753995600,175.46000000,175.68000000,174.00000000,175.02000000,52945.58300000
1753997400,175.03000000,175.47000000,172.72000000,173.82000000,73303.62700000
1753999200,173.82000000,174.47000000,172.98000000,173.62000000,79829.56100000
1754001000,173.62000000,173.65000000,172.42000000,172.89000000,54840.51900000
1754002800,172.89000000,173.75000000,172.45000000,172.46000000,38574.86800000
1754004600,172.46000000,172.59000000,171.44000000,172.22000000,83409.03400000
1754006400,172.22000000,172.26000000,170.50000000,171.10000000,266381.01700000
1754008200,171.09000000,171.24000000,167.42000000,170.31000000,303228.24500000
1754010000,170.30000000,170.89000000,167.95000000,169.65000000,171283.52600000
1754011800,169.65000000,170.65000000,168.89000000,169.54000000,79160.49800000
1754013600,169.54000000,171.84000000,169.20000000,171.06000000,92111.55900000
1754015400,171.06000000,171.71000000,170.81000000,171.43000000,44426.57100000
1754017200,171.43000000,172.18000000,170.96000000,172.08000000,43877.01700000
1754019000,172.08000000,172.19000000,170.95000000,171.14000000,30239.11500000
1754020800,171.14000000,171.14000000,169.27000000,169.86000000,75747.45500000
1754022600,169.85000000,170.39000000,169.52000000,169.67000000,32025.82500000
1754024400,169.67000000,170.30000000,168.76000000,169.05000000,44009.99300000
1754026200,169.06000000,169.77000000,168.21000000,169.12000000,50805.63100000
1754028000,169.13000000,169.37000000,167.96000000,168.12000000,48453.12800000
1754029800,168.12000000,169.63000000,168.00000000,169.53000000,57107.84900000
1754031600,169.53000000,169.94000000,168.79000000,168.85000000,69755.41400000
1754033400,168.86000000,169.48000000,168.23000000,169.40000000,71339.32800000
1754035200,169.41000000,169.41000000,166.19000000,167.25000000,155783.66700000
1754037000,167.25000000,168.61000000,166.53000000,167.62000000,76631.76800000
1754038800,167.61000000,168.97000000,167.43000000,167.95000000,97683.41000000
1754040600,167.96000000,168.40000000,167.20000000,167.34000000,54168.41900000
1754042400,167.35000000,168.60000000,167.08000000,168.14000000,36026.07400000
1754044200,168.14000000,168.75000000,167.87000000,168.60000000,35840.28900000
1754046000,168.59000000,168.72000000,167.80000000,168.05000000,31312.65500000
1754047800,168.05000000,169.23000000,167.80000000,169.20000000,51919.24600000
1754049600,169.19000000,169.76000000,168.55000000,169.15000000,44778.22800000
1754051400,169.16000000,170.35000000,168.37000000,169.02000000,99277.84400000
1754053200,169.02000000,169.80000000,168.21000000,168.47000000,55133.01000000
1754055000,168.48000000,168.70000000,164.84000000,165.67000000,179691.69500000
1754056800,165.66000000,169.11000000,164.58000000,169.03000000,178399.47700000
1754058600,169.04000000,169.70000000,168.60000000,169.38000000,88757.13500000
1754060400,169.38000000,169.50000000,167.07000000,167.67000000,69364.13400000
1754062200,167.67000000,169.03000000,167.18000000,168.57000000,58649.96800000
1754064000,168.56000000,169.75000000,168.21000000,169.44000000,83256.63400000
1754065800,169.44000000,169.44000000,166.49000000,166.93000000,81337.76400000
1754067600,166.92000000,167.08000000,165.42000000,166.69000000,81292.98000000
1754069400,166.69000000,167.69000000,165.91000000,166.57000000,58979.56300000
1754071200,166.56000000,167.05000000,165.10000000,166.54000000,76102.98000000
1754073000,166.53000000,167.22000000,165.10000000,165.75000000,64274.62300000
1754074800,165.74000000,166.44000000,165.39000000,165.95000000,88555.78400000
1754076600,165.96000000,167.59000000,165.60000000,166.47000000,100986.14300000
1754078400,166.47000000,166.82000000,162.83000000,163.64000000,200489.68200000
1754080200,163.64000000,164.06000000,161.73000000,163.82000000,91412.89500000
1754082000,163.81000000,164.70000000,163.54000000,164.61000000,59464.85000000
1754083800,164.62000000,164.90000000,163.77000000,163.89000000,40506.84900000
1754085600,163.90000000,164.00000000,159.95000000,160.63000000,160382.86900000
1754087400,160.63000000,161.69000000,159.20000000,161.28000000,218881.05400000
1754089200,161.29000000,162.49000000,160.96000000,162.22000000,63712.36200000
1754091000,162.23000000,163.07000000,161.70000000,162.71000000,54523.09300000
1754092800,162.71000000,163.87000000,162.56000000,163.66000000,51509.17600000
1754094600,163.67000000,164.64000000,163.35000000,164.64000000,71225.38400000
1754096400,164.65000000,164.71000000,163.84000000,164.05000000,21243.23600000
1754098200,164.05000000,164.85000000,163.78000000,164.76000000,21407.68300000
1754100000,164.77000000,165.02000000,164.43000000,164.64000000,17481.59600000
1754101800,164.65000000,164.69000000,164.26000000,164.57000000,19375.10800000
1754103600,164.57000000,164.88000000,164.40000000,164.49000000,17154.81500000
1754105400,164.48000000,164.63000000,164.15000000,164.36000000,18068.76000000
1754107200,164.37000000,164.63000000,163.96000000,164.63000000,23732.22400000
1754109000,164.62000000,165.30000000,164.57000000,165.16000000,22129.65900000
1754110800,165.16000000,165.22000000,164.66000000,165.18000000,18266.94900000
1754112600,165.18000000,165.20000000,164.56000000,164.70000000,13972.75600000
1754114400,164.69000000,164.79000000,162.61000000,162.63000000,41359.67800000
1754116200,162.64000000,163.05000000,161.82000000,162.78000000,50866.24900000
1754118000,162.77000000,163.59000000,161.90000000,163.51000000,57466.15000000
1754119800,163.50000000,164.49000000,163.23000000,164.43000000,24104.68800000
1754121600,164.44000000,164.83000000,164.07000000,164.07000000,19804.94100000
1754123400,164.08000000,164.43000000,163.46000000,163.74000000,31044.78200000
1754125200,163.74000000,164.32000000,163.54000000,163.73000000,25319.55700000
1754127000,163.72000000,163.94000000,163.34000000,163.77000000,21656.22100000
1754128800,163.76000000,163.93000000,162.47000000,162.97000000,30783.19400000
1754130600,162.97000000,163.19000000,162.25000000,163.06000000,20930.52900000
1754132400,163.05000000,164.69000000,162.22000000,164.69000000,36578.37700000
1754134200,164.68000000,165.13000000,164.24000000,164.51000000,36452.46500000
1754136000,164.50000000,164.61000000,163.88000000,164.12000000,19145.97500000
1754137800,164.13000000,164.60000000,163.47000000,164.36000000,13485.80000000
1754139600,164.36000000,164.51000000,163.87000000,164.02000000,11235.20900000
1754141400,164.02000000,164.94000000,163.60000000,164.46000000,21035.30300000
1754143200,164.46000000,164.74000000,163.08000000,163.42000000,33305.53800000
1754145000,163.41000000,163.41000000,162.26000000,162.67000000,64425.27700000
1754146800,162.67000000,163.76000000,162.64000000,163.18000000,34979.11700000
1754148600,163.17000000,163.20000000,161.03000000,161.50000000,64978.27600000
1754150400,161.51000000,162.06000000,160.88000000,161.20000000,51096.04500000
1754152200,161.20000000,162.06000000,160.17000000,161.55000000,65563.91600000
1754154000,161.54000000,162.20000000,161.27000000,162.10000000,50986.91500000
1754155800,162.11000000,162.11000000,158.40000000,159.31000000,153414.32100000
1754157600,159.32000000,159.76000000,157.05000000,157.48000000,172573.12600000
1754159400,157.49000000,157.77000000,155.83000000,156.63000000,176110.62600000
1754161200,156.64000000,158.42000000,155.98000000,158.30000000,111115.20800000
1754163000,158.29000000,158.52000000,157.34000000,157.44000000,66552.73500000
1754164800,157.45000000,158.91000000,157.38000000,158.62000000,40628.57400000
1754166600,158.61000000,158.99000000,157.76000000,158.99000000,38640.96100000
1754168400,158.99000000,159.57000000,158.09000000,158.19000000,51231.61900000
1754170200,158.19000000,159.52000000,158.19000000,158.87000000,27776.16000000
1754172000,158.87000000,159.81000000,157.72000000,158.17000000,44799.77900000
1754173800,158.17000000,159.36000000,158.07000000,159.06000000,62293.64900000
1754175600,159.05000000,159.30000000,157.04000000,157.16000000,77906.35100000
1754177400,157.16000000,159.17000000,157.07000000,158.48000000,42960.41800000
1754179200,158.49000000,159.13000000,157.17000000,157.32000000,55747.75700000
1754181000,157.32000000,159.79000000,156.28000000,159.68000000,91847.88300000
1754182800,159.67000000,160.25000000,159.14000000,160.06000000,58449.30100000
1754184600,160.05000000,160.15000000,159.40000000,159.56000000,27311.93700000
1754186400,159.55000000,160.51000000,159.52000000,160.00000000,35791.67100000
1754188200,160.01000000,160.75000000,159.99000000,160.57000000,25029.86100000
1754190000,160.57000000,160.84000000,160.40000000,160.58000000,21490.06300000
1754191800,160.59000000,161.07000000,160.40000000,160.86000000,28430.56500000
1754193600,160.86000000,160.93000000,160.14000000,160.62000000,35061.48800000
1754195400,160.61000000,160.63000000,160.03000000,160.43000000,20382.61900000
1754197200,160.43000000,160.83000000,160.19000000,160.71000000,15632.26700000
1754199000,160.71000000,160.94000000,160.15000000,160.34000000,30633.32200000
1754200800,160.34000000,160.58000000,160.03000000,160.45000000,20857.09400000
1754202600,160.44000000,160.79000000,160.28000000,160.56000000,24009.17000000
1754204400,160.56000000,161.31000000,160.55000000,161.31000000,24697.10300000
1754206200,161.31000000,161.59000000,160.96000000,161.37000000,54002.07400000
1754208000,161.37000000,161.77000000,160.97000000,161.10000000,50233.82500000
1754209800,161.11000000,161.48000000,160.84000000,161.40000000,31025.31900000
1754211600,161.39000000,161.51000000,160.68000000,160.84000000,19317.49800000
1754213400,160.84000000,161.31000000,160.73000000,161.17000000,19106.67500000
1754215200,161.17000000,161.61000000,161.13000000,161.52000000,20132.80600000
1754217000,161.53000000,161.81000000,161.36000000,161.63000000,29457.30000000
1754218800,161.64000000,162.90000000,161.64000000,162.22000000,83281.11100000
1754220600,162.23000000,162.24000000,161.40000000,161.47000000,33597.77500000
1754222400,161.47000000,161.54000000,160.90000000,161.21000000,33266.00400000
1754224200,161.21000000,162.25000000,161.20000000,161.81000000,33025.09500000
1754226000,161.81000000,162.35000000,161.05000000,161.20000000,34802.93900000
1754227800,161.20000000,161.51000000,160.64000000,161.34000000,29403.41400000
1754229600,161.34000000,161.61000000,160.44000000,160.60000000,65956.65000000
1754231400,160.60000000,161.45000000,160.37000000,161.34000000,52784.25500000
1754233200,161.34000000,161.96000000,160.78000000,161.84000000,73208.47800000
1754235000,161.84000000,162.29000000,161.45000000,162.11000000,54068.67600000
1754236800,162.10000000,162.10000000,161.12000000,161.34000000,55209.38600000
1754238600,161.33000000,162.34000000,161.29000000,162.19000000,52312.17600000
1754240400,162.19000000,162.75000000,161.79000000,161.89000000,55649.51600000
1754242200,161.90000000,162.40000000,161.74000000,162.16000000,57884.93300000
1754244000,162.16000000,162.25000000,161.41000000,161.84000000,80226.02400000
1754245800,161.83000000,162.22000000,161.30000000,161.97000000,86592.06400000
1754247600,161.97000000,162.55000000,161.39000000,162.31000000,77492.93200000
1754249400,162.31000000,162.67000000,161.40000000,161.65000000,70383.85800000
1754251200,161.64000000,161.78000000,160.75000000,161.12000000,71110.08700000
1754253000,161.11000000,161.59000000,160.83000000,161.47000000,47027.01700000
1754254800,161.47000000,162.09000000,161.25000000,161.96000000,63994.87000000
1754256600,161.96000000,162.20000000,161.64000000,162.04000000,35639.49700000
1754258400,162.03000000,162.44000000,160.94000000,161.29000000,108342.70500000
1754260200,161.28000000,162.13000000,161.23000000,161.91000000,51545.70400000
1754262000,161.92000000,163.14000000,161.76000000,162.45000000,106560.63000000
1754263800,162.45000000,162.59000000,161.64000000,161.97000000,45895.91700000
1754265600,161.98000000,163.00000000,161.42000000,162.85000000,54399.53400000
1754267400,162.85000000,164.65000000,162.68000000,164.56000000,97112.67900000
1754269200,164.56000000,164.98000000,163.62000000,164.12000000,65160.38400000
1754271000,164.12000000,164.56000000,163.14000000,163.35000000,32384.26000000
1754272800,163.34000000,163.50000000,162.62000000,163.33000000,29614.41400000
1754274600,163.32000000,164.34000000,163.14000000,164.33000000,26174.98100000
1754276400,164.33000000,164.39000000,163.21000000,163.25000000,64575.66900000
1754278200,163.24000000,163.49000000,162.84000000,162.98000000,37482.26700000
1754280000,162.98000000,163.41000000,162.84000000,163.22000000,30645.54300000
1754281800,163.23000000,163.23000000,162.20000000,162.32000000,39737.10700000
1754283600,162.32000000,162.40000000,161.86000000,162.01000000,38254.21000000
1754285400,162.01000000,162.42000000,161.49000000,162.24000000,32343.26000000
1754287200,162.23000000,162.44000000,161.26000000,161.62000000,39363.28500000
1754289000,161.62000000,162.29000000,161.33000000,162.23000000,29178.39600000
1754290800,162.23000000,162.61000000,162.06000000,162.38000000,24577.86700000
1754292600,162.38000000,163.30000000,162.14000000,163.03000000,49559.05400000
1754294400,163.04000000,163.87000000,162.97000000,163.12000000,57654.08300000
1754296200,163.12000000,164.06000000,162.64000000,163.77000000,59871.13000000
1754298000,163.77000000,164.08000000,163.17000000,163.44000000,42849.80500000
1754299800,163.43000000,163.72000000,162.43000000,162.47000000,42210.42500000
1754301600,162.47000000,163.00000000,162.12000000,162.65000000,45150.99700000
1754303400,162.65000000,162.97000000,162.22000000,162.38000000,54978.90400000
1754305200,162.38000000,162.58000000,161.64000000,162.19000000,36980.96500000
1754307000,162.19000000,162.46000000,161.91000000,162.38000000,35791.61200000
1754308800,162.39000000,163.11000000,162.14000000,162.96000000,50183.14000000
1754310600,162.96000000,163.70000000,162.81000000,163.69000000,51540.40100000
1754312400,163.70000000,164.05000000,163.21000000,163.42000000,74025.25800000
1754314200,163.42000000,165.79000000,163.36000000,165.47000000,119726.75400000
1754316000,165.47000000,166.91000000,165.41000000,166.75000000,190716.27900000
1754317800,166.76000000,166.88000000,164.50000000,165.03000000,84537.97900000
1754319600,165.03000000,165.97000000,164.67000000,165.76000000,48536.43300000
1754321400,165.75000000,166.01000000,164.53000000,165.49000000,58228.42100000
1754323200,165.49000000,167.88000000,165.48000000,167.01000000,79913.29800000
1754325000,167.01000000,168.17000000,167.00000000,168.02000000,78946.19300000
1754326800,168.02000000,169.80000000,167.72000000,169.04000000,141661.03700000
1754328600,169.05000000,169.09000000,167.63000000,167.83000000,84316.71200000
1754330400,167.82000000,168.15000000,167.12000000,167.44000000,34744.02400000
1754332200,167.43000000,167.43000000,166.43000000,166.67000000,27750.25700000
1754334000,166.66000000,166.66000000,165.75000000,165.81000000,36220.25700000
1754335800,165.82000000,165.90000000,165.00000000,165.65000000,56690.55100000
1754337600,165.64000000,166.38000000,165.30000000,166.38000000,37842.08500000
1754339400,166.38000000,168.44000000,166.37000000,167.29000000,100570.97900000
1754341200,167.28000000,168.30000000,167.27000000,168.08000000,49428.34800000
1754343000,168.09000000,168.78000000,167.82000000,168.54000000,41104.02000000
1754344800,168.54000000,169.20000000,168.34000000,168.61000000,58944.73800000
1754346600,168.61000000,169.54000000,168.23000000,169.47000000,40350.84000000
1754348400,169.47000000,169.73000000,169.00000000,169.35000000,44449.72800000
1754350200,169.34000000,169.78000000,168.96000000,169.55000000,32475.59500000
1754352000,169.55000000,169.65000000,168.59000000,168.85000000,49193.27500000
1754353800,168.86000000,169.76000000,168.86000000,169.31000000,33021.47200000
